PR number,label
47885,area: Clock Control
47885,platform: ESP32
47886,area: Devicetree
47886,area: Interrupt Controller
47886,platform: ITE
47886,platform: Nuvoton NPCX
47886,platform: GD32
47887,area: Devicetree
47887,platform: STM32
47888,area: Sensors
47888,area: Devicetree
47888,platform: STM32
47888,platform: NXP
47888,platform: ITE
47889,area: Devicetree
47889,platform: STM32
47889,platform: NXP
47889,platform: ITE
47889,platform: Nuvoton NPCX
47890,area: PWM
47890,area: Devicetree
47890,platform: STM32
47890,platform: NXP
47890,platform: ESP32
47890,platform: ITE
47890,platform: Nuvoton NPCX
47891,area: Devicetree
47892,area: Devicetree
47892,platform: STM32
47892,platform: NXP
47892,platform: ESP32
47892,platform: SiLabs
47892,platform: TI
47893,area: Devicetree
47894,platform: nRF
47894,area: Storage
47894,Trivial
47896,area: mcumgr
47896,dev-review
47897,Hotfix
47897,platform: Intel ADSP
47898,area: Continuous Integration
47899,area: Twister
47899,area: Continuous Integration
47900,area: Devicetree
47901,Stale
47903,bug
47903,platform: NXP
47903,area: CAN
47903,backport v2.7-branch
47905,area: GPIO
47905,area: Devicetree
47906,area: Kernel
47906,backport v2.7-branch
47907,area: Documentation
47909,area: Drivers
47909,area: ADC
47909,platform: STM32
47910,area: eSPI
47910,area: Kscan
47911,area: RISCV
47911,platform: STM32
47911,platform: nRF
47911,platform: NXP
47911,platform: SiLabs
47911,platform: Nuvoton NPCX
47911,platform: GD32
47912,area: Watchdog
47913,area: Sensors
47913,Trivial
47914,area: Sensors
47914,Trivial
47915,area: ARM
47918,area: CMSIS-DSP
47919,area: Sensors
47920,area: Bluetooth
47923,area: GPIO
47927,area: SPI
47927,area: Devicetree
47927,platform: ESP32
47928,area: Networking
47928,area: native port
47928,area: CAN
47928,area: Sockets
47931,manifest
47931,west
47931,manifest-psa-arch-tests
47932,area: Bluetooth
47932,area: Bluetooth Mesh
47934,area: I2C
47935,area: mcumgr
47936,area: RISCV
47936,area: Userspace
47937,platform: nRF
47940,area: GPIO
47941,area: UART
47941,platform: ESP32
47941,Trivial
47943,area: native port
47943,area: CAN
47944,area: Sensors
47944,area: RISCV
47944,platform: STM32
47944,platform: nRF
47944,platform: NXP
47944,area: Shields
47944,platform: TI
47944,platform: Laird Connectivity
47945,area: CAN
47945,Trivial
47946,area: ARM
47947,Trivial
47949,area: Sensors
47949,area: Devicetree
47949,manifest
47949,west
47949,manifest-hal_we
47949,manifest-hal_wurthelektronik
47950,area: Tests
47951,area: Continuous Integration
47951,area: DevOps
47952,area: Continuous Integration
47952,area: DevOps
47953,area: Continuous Integration
47953,area: DevOps
47954,area: IPC
47957,platform: NXP
47957,area: Tests
47957,area: CAN
47958,platform: NXP
47958,area: Tests
47958,area: CAN
47959,platform: NXP
47959,area: Tests
47959,area: CAN
47960,Hotfix
47960,area: Continuous Integration
47960,backport v2.7-branch
47961,area: Sensors
47962,area: Flash
47962,area: Devicetree
47962,platform: STM32
47962,area: Devicetree Binding
47963,area: Continuous Integration
47963,area: DevOps
47964,area: Continuous Integration
47964,area: DevOps
47965,area: Continuous Integration
47965,area: DevOps
47967,area: Bluetooth
47969,Trivial
47969,area: Testsuite
47969,area: ARM64
47971,area: Devicetree
47971,platform: Microchip MEC
47971,area: Pinctrl
47974,area: Networking
47974,area: OpenThread
47976,area: File System
47976,area: USB
47976,area: Shell
47976,area: mcumgr
47976,area: ARM64
47976,area: UpdateHub
47979,Trivial
47980,area: Process
47981,area: I2C
47981,area: RISCV
47981,area: Devicetree
47981,platform: ESP32
47983,area: Networking
47984,area: Formatting Output
47989,area: JSON
47989,area: Base OS
47990,area: Devicetree
47990,area: Crypto / RNG
47990,area: Devicetree Binding
47990,area: TF-M
47993,area: Sockets
47993,area: TF-M
47994,area: Process
47996,area: GPIO
47996,area: Devicetree
47996,platform: Nuvoton NPCX
47996,platform: Nuvoton Numicro
47996,area: Pinctrl
47997,area: Build System
47998,area: USB
47999,area: Bluetooth
48000,bug
48000,area: USB
48000,area: Samples
48001,manifest
48001,west
48001,manifest-edtt
48003,area: Twister
48004,area: Bluetooth
48004,area: Bluetooth Controller
48005,manifest
48005,west
48005,manifest-hal_nordic
48006,area: Coredump
48009,area: Devicetree
48010,area: Build System
48010,area: Documentation
48010,area: RISCV
48010,area: Devicetree
48010,area: Shell
48010,area: West
48010,Trivial
48010,area: Continuous Integration
48011,platform: nRF
48013,area: Counter
48015,area: Kernel
48016,area: Xtensa
48016,area: Devicetree
48016,area: Clock Control
48016,platform: Intel ADSP
48017,area: W1
48019,platform: nRF
48020,area: Process
48022,area: Networking
48022,area: Documentation
48023,area: Xtensa
48023,platform: ESP32
48023,platform: Intel ADSP
48024,area: Kernel
48024,area: Networking
48024,area: Documentation
48024,area: Sockets
48024,area: Userspace
48024,area: Tracing
48025,area: Bluetooth
48025,area: Bluetooth Host
48025,area: Bluetooth Audio
48026,area: Build System
48026,area: Documentation
48026,area: Devicetree
48026,area: Tracing
48027,area: Crypto / RNG
48029,area: Devicetree
48031,Trivial
48031,area: eSPI
48032,Hotfix
48032,area: HW Emulation
48033,area: SPI
48033,area: I2C
48033,area: eSPI
48033,area: HW Emulation
48035,area: Kernel
48035,area: Bluetooth
48035,area: Networking
48035,area: Documentation
48035,area: Logging
48035,area: Shell
48035,area: Tests
48035,area: API
48035,area: Modules
48035,area: Bluetooth Host
48035,manifest
48035,west
48035,manifest-sof
48036,area: Modem
48038,platform: STM32
48041,platform: STM32
48042,area: Devicetree
48042,area: Display
48042,area: Shields
48043,area: GPIO
48043,area: Devicetree
48043,platform: TI
48043,area: Devicetree Binding
48044,platform: Laird Connectivity
48045,area: File System
48048,area: Sensors
48048,platform: STM32
48050,Stale
48052,area: Devicetree
48052,area: Clock Control
48052,area: PECI
48052,platform: Nuvoton NPCX
48052,platform: Nuvoton Numicro
48053,area: Networking
48053,area: Tests
48054,area: Documentation
48054,area: Twister
48057,Trivial
48059,area: Bluetooth
48059,area: Networking
48059,area: Build System
48059,area: Xtensa
48059,area: Portability
48059,area: Modules
48059,area: ARM64
48062,area: Samples
48062,area: Watchdog
48062,platform: STM32
48063,manifest-mbedtls
48064,area: Bluetooth
48064,area: Bluetooth Host
48065,area: ARM
48065,area: X86
48065,area: NIOS2
48065,area: MISRA-C
48065,area: Coding Guidelines
48066,area: Memory Management
48067,area: UART
48067,platform: NXP
48068,area: Bluetooth
48068,area: Bluetooth Audio
48068,area: Bluetooth ISO
48070,area: Kernel
48070,area: MISRA-C
48070,area: Coding Guidelines
48073,area: Bluetooth
48073,area: Bluetooth Controller
48074,area: Bluetooth
48075,area: Testsuite
48076,area: Networking
48076,area: OpenThread
48077,area: Bluetooth
48078,area: GPIO
48078,platform: NXP
48078,platform: Xilinx
48078,platform: Renesas R-Car
48078,platform: GD32
48079,area: Sensors
48080,area: native port
48080,area: MISRA-C
48080,platform: nRF52 BSIM
48080,area: Coding Guidelines
48080,platform: Nuvoton NPCX
48082,area: C Library
48082,area: MISRA-C
48082,Stale
48082,area: Coding Guidelines
48082,area: Base OS
48082,area: Formatting Output
48083,area: Process
48084,area: Devicetree
48084,platform: STM32
48084,area: Clock Control
48085,area: GPIO
48085,platform: NXP
48085,platform: Xilinx
48085,platform: Renesas R-Car
48085,platform: GD32
48086,platform: Microchip MEC
48086,Stale
48087,area: UART
48087,platform: NXP
48087,area: native port
48087,platform: SiLabs
48087,platform: Xilinx
48087,platform: Renesas R-Car
48087,platform: GD32
48088,platform: Xilinx
48088,area: Pinctrl
48088,platform: Renesas R-Car
48088,platform: GD32
48090,area: UART
48091,area: I2C
48091,platform: Renesas R-Car
48091,platform: GD32
48092,area: Kernel
48092,area: Networking
48092,area: Build System
48092,area: Documentation
48092,area: Devicetree
48092,area: Sockets
48092,area: Device Model
48093,area: SPI
48093,platform: Xilinx
48093,platform: GD32
48095,area: Process
48096,area: I2C
48096,platform: GD32
48097,area: RISCV
48100,area: Bluetooth
48100,area: Samples
48100,area: Bluetooth Audio
48101,area: Bluetooth
48101,area: Bluetooth Audio
48103,area: EEPROM
48105,area: Test Framework
48105,area: Testsuite
48106,area: CAN
48106,platform: Renesas R-Car
48107,area: Process
48108,area: Logging
48108,area: MISRA-C
48108,area: Coding Guidelines
48108,area: Base OS
48108,area: Formatting Output
48109,area: Devicetree
48109,platform: NXP
48109,manifest
48109,west
48109,manifest-hal_nxp
48109,area: Pinctrl
48110,area: UpdateHub
48114,Stale
48116,area: Bluetooth
48116,area: UART
48119,area: Kernel
48119,area: SPARC
48120,area: UART
48122,area: ADC
48122,platform: GD32
48123,area: GPIO
48124,area: Xtensa
48124,area: Devicetree
48124,area: CAN
48124,platform: ESP32
48125,area: Bluetooth
48125,area: Networking
48125,area: Shell
48125,area: Sockets
48125,area: MISRA-C
48125,area: Tracing
48125,area: Coding Guidelines
48125,area: OSDP
48125,area: Bluetooth Controller
48125,area: Testsuite
48126,area: Bluetooth
48126,area: Bluetooth Host
48127,platform: STM32
48127,area: Clock Control
48128,manifest-lvgl
48129,area: Networking
48130,area: POSIX
48131,area: LED
48132,area: Kernel
48132,area: Documentation
48133,area: Build System
48133,area: Documentation
48133,area: Devicetree
48134,area: Bluetooth
48134,Trivial
48134,area: Bluetooth Audio
48135,area: I2C
48135,platform: GD32
48136,area: Logging
48136,Hotfix
48137,manifest
48137,west
48137,manifest-zscilib
48138,area: Settings
48139,area: PWM
48139,platform: NXP
48139,platform: Xilinx
48139,platform: GD32
48140,area: Watchdog
48140,platform: NXP
48141,area: Counter
48141,platform: NXP
48141,area: native port
48141,platform: Xilinx
48142,area: Build System
48142,area: Memory Management
48142,area: Clock Control
48142,area: Interrupt Controller
48142,manifest
48142,west
48142,area: IPM
48142,platform: Intel ADSP
48142,manifest-hal_xtensa
48142,area: DAI
48143,area: Counter
48143,area: Devicetree
48143,platform: NXP
48143,area: native port
48143,platform: Xilinx
48144,area: Devicetree
48144,platform: NXP
48144,area: Clock Control
48144,Trivial
48145,area: GPIO
48145,area: Devicetree
48145,area: Devicetree Binding
48145,area: Interrupt Controller
48145,manifest
48145,west
48145,manifest-hal_infineon
48146,area: Devicetree
48146,area: Clock Control
48152,platform: NXP
48152,area: Clock Control
48152,platform: ESP32
48152,platform: Renesas R-Car
48153,area: Crypto / RNG
48153,area: native port
48154,area: Flash
48155,area: Sensors
48157,area: Bluetooth
48157,area: Bluetooth Audio
48159,area: GPIO
48159,platform: STM32
48160,area: Counter
48160,platform: STM32
48160,area: Ethernet
48160,manifest
48160,west
48160,manifest-hal_stm32
48161,area: File System
48162,area: Settings
48163,area: Devicetree
48163,area: Display
48163,area: Shields
48163,area: Devicetree Binding
48164,area: Process
48165,bug
48165,area: Bluetooth
48165,area: Bluetooth Host
48166,area: W1
48167,area: Settings
48168,area: Continuous Integration
48170,area: Tests
48170,area: X86_64
48170,platform: X86
48170,area: EDAC
48171,platform: STM32
48171,area: Clock Control
48172,Stale
48173,area: Bluetooth
48173,area: Bluetooth Host
48176,area: ARM
48177,platform: ESP32
48177,platform: ITE
48177,platform: GD32
48179,area: X86
48180,area: Build System
48180,area: Documentation
48180,area: Devicetree
48180,area: OSDP
48181,area: GPIO
48181,area: Devicetree
48181,platform: NXP
48181,Stale
48183,area: Sensors
48184,area: Sensors
48184,DNM
48184,Stale
48186,area: Base OS
48189,platform: Intel ADSP
48190,area: Flash
48190,Hotfix
48191,area: UART
48191,platform: NXP
48192,area: Xtensa
48192,platform: Intel ADSP
48193,area: Devicetree
48193,platform: NXP
48193,area: Pinctrl
48195,area: Build System
48197,Trivial
48197,platform: Intel ADSP
48199,area: Networking
48199,area: Sockets
48200,area: Networking
48200,area: Sockets
48201,area: Networking
48201,area: Sockets
48202,area: Networking
48202,area: Sockets
48203,area: Sockets
48204,area: Networking
48204,area: Sockets
48205,area: RISCV
48205,platform: NXP
48205,area: Shields
48205,platform: Microchip MEC
48205,platform: ITE
48205,platform: Nuvoton NPCX
48206,area: Networking
48206,area: Sockets
48207,area: Networking
48207,area: Sockets
48208,area: Networking
48208,area: Sockets
48209,area: Networking
48209,area: Sockets
48210,area: Networking
48210,area: Sockets
48211,area: Networking
48211,area: Sockets
48212,area: Networking
48212,area: Sockets
48213,platform: STM32
48213,area: CAN
48217,area: Boards
48217,area: Documentation
48217,area: RISCV
48217,area: Devicetree
48217,platform: ESP32
48218,area: Networking
48218,backport v2.7-branch
48219,area: Bluetooth
48219,area: Bluetooth Host
48219,area: Bluetooth HCI
48221,area: Sensors
48222,area: SPI
48224,area: Networking
48224,area: Sockets
48224,Stale
48225,area: Networking
48226,area: Networking
48227,area: Networking
48228,area: Networking
48228,Stale
48229,area: Networking
48230,area: Networking
48231,area: I2S
48231,Stale
48232,platform: nRF
48232,Stale
48233,Stale
48234,area: Documentation
48234,Hotfix
48235,area: Devicetree
48235,Hotfix
48236,area: GPIO
48236,platform: nRF
48236,Trivial
48237,bug
48237,area: Bluetooth
48237,area: Bluetooth Mesh
48238,platform: Intel ADSP
48239,area: I2S
48240,area: ARM
48241,area: Kscan
48244,bug
48244,area: PWM
48244,platform: nRF
48246,area: ARM
48246,area: X86
48246,area: ARC
48246,platform: STM32
48246,platform: NXP
48246,platform: Microchip SAM
48246,area: Base OS
48246,platform: Synopsys
48246,area: ARM64
48247,area: modbus
48248,area: DFU
48250,area: Documentation
48252,area: ADC
48254,platform: Intel ADSP
48254,area: DAI
48255,area: Devicetree
48255,area: Audio
48255,platform: Intel ADSP
48256,area: I2C
48256,DNM
48256,Stale
48257,area: Sensors
48257,area: Devicetree
48257,Stale
48258,area: LWM2M
48260,area: Build System
48260,area: Documentation
48260,area: Debugging
48260,area: Devicetree
48261,area: Process
48262,area: UART
48262,area: RISCV
48262,DNM
48262,Stale
48262,manifest
48262,west
48262,manifest-hal_telink
48264,area: Networking
48265,area: Networking
48266,area: Networking
48268,area: UART
48268,platform: nRF
48272,area: Xtensa
48273,area: hawkBit
48274,platform: NXP
48274,platform: Microchip SAM
48274,DNM
48274,area: I2S
48274,Stale
48275,area: Bluetooth
48276,area: DMA
48277,area: Console
48279,area: Devicetree
48279,Hotfix
48280,area: Shields
48283,area: Counter
48283,area: Xtensa
48283,area: Devicetree
48283,area: Clock Control
48283,platform: ESP32
48285,area: Build System
48285,area: Documentation
48288,area: Process
48288,Stale
48289,area: Networking
48291,area: Devicetree
48292,area: Devicetree
48293,area: Devicetree
48294,area: Bluetooth
48295,platform: Microchip SAM
48295,area: Ethernet
48296,area: Tracing
48297,area: ARM64
48300,area: Portability
48300,area: CMSIS API Layer
48303,area: RISCV
48305,platform: nRF
48305,Stale
48308,area: UART
48308,area: Devicetree
48309,area: LWM2M
48309,Trivial
48310,area: Documentation
48310,area: State Machine Framework
48311,platform: STM32
48311,area: Clock Control
48311,Trivial
48312,area: Sensors
48313,area: Bluetooth
48315,area: Devicetree
48316,bug
48316,area: LWM2M
48316,Trivial
48318,area: Timer
48319,area: Logging
48322,area: Twister
48323,Hotfix
48325,area: Twister
48326,Trivial
48329,area: MISRA-C
48329,area: Coding Guidelines
48335,platform: nRF
48336,platform: Microchip SAM
48337,DNM
48337,manifest
48337,west
48337,manifest-chre
48338,manifest
48338,west
48338,manifest-mcuboot
48339,area: Sensors
48340,area: Kernel
48340,area: Build System
48340,area: C Library
48340,area: Userspace
48340,Stale
48340,area: Base OS
48340,treewide 🧹
48341,area: Twister
48342,area: Documentation
48342,area: Devicetree
48342,area: Devicetree Binding
48344,area: Networking
48345,area: Networking
48346,area: Sensors
48346,Stale
48348,area: Base OS
48349,platform: STM32
48350,area: Bluetooth
48350,platform: STM32
48351,area: Networking
48352,bug
48352,area: PWM
48352,platform: nRF
48352,Hotfix
48352,Trivial
48353,area: PWM
48353,platform: nRF
48354,area: Bluetooth
48354,area: Bluetooth Host
48354,area: Bluetooth Audio
48355,area: Bluetooth
48355,area: Bluetooth Host
48355,area: Bluetooth Audio
48356,area: RISCV
48356,platform: STM32
48356,platform: NXP
48356,platform: Microchip SAM
48356,platform: SiLabs
48356,platform: Microchip MEC
48356,platform: ITE
48356,platform: Nuvoton NPCX
48357,area: ARM64
48358,platform: STM32
48359,platform: NXP
48360,platform: nRF
48361,platform: TI
48362,platform: SiLabs
48363,platform: Microchip MEC
48363,platform: Xilinx
48363,platform: Nuvoton NPCX
48363,platform: Nuvoton Numicro
48363,platform: Renesas R-Car
48363,platform: GD32
48364,area: LED
48364,area: modbus
48365,area: GPIO
48365,area: Bluetooth
48365,area: Storage
48366,platform: SiLabs
48368,area: DFU
48369,area: IEEE 802.15.4
48369,manifest
48369,west
48369,manifest-hal_ti
48370,area: GPIO
48370,platform: NXP
48371,area: Testsuite
48372,area: Power Management
48372,platform: Intel ADSP
48373,area: Networking
48374,area: Documentation
48375,area: Twister
48377,area: Devicetree
48377,platform: Microchip SAM
48377,area: IEEE 802.15.4
48378,area: Bluetooth
48378,Stale
48378,area: Bluetooth Controller
48379,area: Bluetooth
48379,Stale
48379,area: Bluetooth Controller
48381,RFC
48382,area: RISCV
48382,area: Devicetree
48382,area: Timer
48382,DNM
48382,platform: GD32
48383,area: Devicetree
48383,area: Display
48383,area: Shields
48384,area: RISCV
48384,platform: ITE
48387,platform: NXP
48388,area: RISCV
48388,platform: STM32
48388,platform: NXP
48388,area: Clock Control
48388,platform: Microchip MEC
48388,area: ARM64
48388,platform: Nuvoton NPCX
48389,area: Sensors
48389,platform: Microchip MEC
48389,area: Devicetree Binding
48391,area: IPC
48391,area: Shell
48391,platform: nRF
48393,platform: STM32
48395,bug
48395,area: Bluetooth
48395,area: Bluetooth Host
48396,area: Networking
48397,area: GPIO
48397,area: RISCV
48397,area: Devicetree
48397,platform: Microchip MEC
48398,area: Kernel
48402,area: RISCV
48402,area: Pinctrl
48402,platform: GD32
48403,area: Clock Control
48403,Trivial
48403,platform: Nuvoton NPCX
48404,area: Build System
48404,area: Documentation
48404,area: Devicetree
48405,area: ARC
48405,area: Devicetree
48405,area: Devicetree Binding
48405,platform: Synopsys
48406,area: Devicetree
48406,platform: Microchip SAM
48406,area: Ethernet
48407,area: Networking
48407,area: Sockets
48408,Trivial
48409,area: Bluetooth
48410,platform: nRF
48413,area: DAC
48413,platform: GD32
48415,area: Bluetooth
48415,area: Bluetooth Controller
48415,area: Bluetooth LLCP
48418,area: LoRa
48418,manifest
48418,west
48418,manifest-loramac-node
48419,area: Bluetooth
48419,area: Bluetooth Audio
48420,area: Settings
48421,area: Timer
48421,platform: Intel ADSP
48422,area: Networking
48422,area: Sockets
48423,area: Sensors
48425,area: Kernel
48426,area: Continuous Integration
48427,area: Devicetree
48427,platform: STM32
48427,area: Clock Control
48428,area: Documentation
48428,platform: STM32
48428,area: CMSIS-DSP
48428,area: Twister
48429,area: RISCV
48429,area: Devicetree
48429,area: Timer
48429,area: Interrupt Controller
48429,platform: ITE
48429,platform: GD32
48430,area: Testsuite
48431,Stale
48432,area: Xtensa
48432,platform: Intel ADSP
48433,area: ARM
48433,area: Base OS
48434,RFC
48435,platform: ESP32
48435,area: WiFi
48435,manifest
48435,west
48435,manifest-hal_espressif
48436,area: Kernel
48439,bug
48439,Trivial
48439,area: Tracing
48440,area: SPI
48440,area: Devicetree
48440,platform: NXP
48441,area: I2C
48441,area: RISCV
48441,area: Devicetree
48442,area: SPI
48442,platform: NXP
48443,area: Timer
48445,area: Bluetooth
48448,platform: NXP
48448,area: HWINFO
48449,area: Bluetooth
48449,area: Bluetooth Controller
48449,area: Bluetooth LLCP
48450,area: Bluetooth
48450,Backport
48451,area: Bluetooth
48451,DNM
48451,Stale
48451,area: Bluetooth Controller
48454,Trivial
48454,area: Settings
48455,area: Networking
48456,area: Testsuite
48457,area: Kernel
48461,area: Bluetooth
48461,DNM
48462,platform: NXP
48462,manifest
48462,west
48462,manifest-lvgl
48464,bug
48464,platform: NXP
48466,manifest
48466,west
48466,manifest-mcuboot
48472,area: Bluetooth
48472,RFC
48472,area: Portability
48474,area: Kernel
48475,Hotfix
48475,area: CMSIS-DSP
48476,area: Power Management
48477,area: DMA
48477,Hotfix
48479,area: Sensors
48481,platform: Intel ADSP
48481,area: DAI
48482,area: Flash
48483,area: Networking
48484,DNM
48484,area: Testsuite
48485,area: Kernel
48486,area: HW Emulation
48487,area: ARM
48488,area: Xtensa
48488,area: Memory Management
48488,area: Devicetree
48488,area: I2S
48488,platform: Intel ADSP
48488,area: DAI
48489,Hotfix
48489,area: Testsuite
48490,area: Sensors
48490,Stale
48491,area: Bluetooth
48491,area: Bluetooth Controller
48494,area: USB
48494,platform: STM32
48495,Stale
48496,area: Networking
48496,area: Sockets
48497,area: Networking
48497,area: Sockets
48498,area: Networking
48499,area: Testsuite
48500,area: Sensors
48503,area: Bluetooth
48503,area: Tests
48503,area: Bluetooth Host
48509,area: Documentation
48510,area: Networking
48513,area: UART
48513,manifest
48513,west
48513,manifest-segger
48515,area: C Library
48517,Trivial
48519,bug
48519,platform: STM32
48521,area: ARC
48521,DNM
48522,area: Kernel
48525,area: Sensors
48525,area: Xtensa
48525,area: Devicetree
48525,platform: ESP32
48525,manifest
48525,west
48525,manifest-hal_espressif
48526,area: RISCV
48526,DNM
48527,area: Flash
48528,area: Shell
48529,area: Bluetooth
48529,Stale
48529,area: Bluetooth Host
48530,area: WiFi
48530,area: Modem
48533,area: Modem
48535,area: Shields
48536,area: API
48536,Stale
48540,area: UART
48540,area: Devicetree
48542,area: Testsuite
48543,area: Kernel
48543,Trivial
48544,Stale
48545,area: Documentation
48545,Stale
48546,area: SPI
48546,area: RISCV
48546,area: Devicetree
48548,Stale
48549,area: UART
48550,area: Timer
48550,Trivial
48551,area: Bluetooth
48551,area: Bluetooth Audio
48552,area: Shell
48553,area: Drivers
48553,area: API
48553,Stale
48554,area: Bluetooth
48554,area: Bluetooth Controller
48555,area: LWM2M
48556,platform: Intel ADSP
48557,area: Bluetooth
48557,area: Bluetooth Controller
48558,area: Bluetooth
48558,Stale
48558,area: Bluetooth Controller
48559,area: Bluetooth
48559,Stale
48559,area: Bluetooth Controller
48560,area: ARM64
48560,area: Xen Platform
48561,area: Bluetooth
48561,area: Bluetooth Controller
48562,area: Bluetooth
48562,Hotfix
48563,area: Settings
48564,area: ADC
48564,area: RISCV
48564,platform: STM32
48564,platform: NXP
48564,platform: Microchip SAM
48564,area: Shields
48564,platform: Microchip MEC
48564,platform: ITE
48564,platform: Nuvoton NPCX
48565,area: LWM2M
48566,area: Kernel
48566,area: Networking
48566,area: Logging
48566,area: IPC
48566,area: Sockets
48566,Trivial
48566,area: Tracing
48566,area: Testsuite
48568,area: Continuous Integration
48569,area: Bluetooth
48569,area: Bluetooth Host
48569,area: Bluetooth Audio
48570,area: I2C
48571,area: Boards
48571,area: Documentation
48571,area: CAN
48571,platform: ESP32
48571,Trivial
48572,area: I2C
48572,platform: Nuvoton NPCX
48574,area: RISCV
48574,platform: nRF
48574,platform: NXP
48574,platform: Microchip SAM
48574,platform: ESP32
48574,platform: SiLabs
48574,platform: Microchip MEC
48574,platform: Synopsys
48574,manifest-tflite-micro
48575,Hotfix
48575,area: Settings
48575,platform: Microchip MEC
48576,Hotfix
48576,area: Continuous Integration
48577,Hotfix
48577,area: Settings
48579,area: ADC
48579,Stale
48579,platform: GD32
48580,area: Flash
48580,area: NIOS2
48580,area: Devicetree
48581,area: West
48582,area: GPIO
48582,platform: nRF
48583,area: Testsuite
48586,area: Networking
48587,area: Devicetree
48587,area: W1
48588,area: C++
48588,Stale
48589,platform: NXP
48589,Stale
48589,area: modbus
48592,area: Build System
48593,area: RISCV
48593,area: Architectures
48593,area: HWINFO
48594,area: DMA
48594,platform: NXP
48594,area: Tests
48595,area: Bluetooth
48595,area: Shell
48596,area: Process
48598,platform: Microchip MEC
48599,platform: NXP
48599,platform: Microchip SAM
48599,area: Shields
48599,platform: Laird Connectivity
48600,manifest-lvgl
48601,area: Build System
48601,area: Documentation
48601,area: Kconfig
48602,area: RISCV
48602,platform: NXP
48602,platform: Microchip SAM
48602,platform: ITE
48602,platform: Nuvoton NPCX
48604,area: Power Management
48605,area: Kconfig
48605,Stale
48607,area: Bluetooth
48607,area: Bluetooth Controller
48610,area: RISCV
48612,area: Networking
48612,area: Sockets
48613,area: I2C
48613,area: RISCV
48613,area: Interrupt Controller
48613,platform: ITE
48615,area: Test Framework
48615,area: Tests
48615,DNM
48615,area: Modules
48615,Stale
48615,manifest
48615,west
48615,area: Testsuite
48615,manifest-zscilib
48615,manifest-cmock
48615,manifest-unity
48617,area: I2C
48617,area: RISCV
48617,area: Clock Control
48617,area: Devicetree Binding
48617,area: PECI
48617,platform: ITE
48618,area: RISCV
48618,platform: ESP32
48618,platform: ITE
48619,area: Bluetooth
48621,bug
48621,area: Boards
48621,platform: nRF
48622,area: Networking
48622,area: Devicetree
48622,platform: nRF
48622,platform: NXP
48622,area: Crypto / RNG
48622,area: Sockets
48622,platform: TI
48622,area: IEEE 802.15.4
48624,area: Counter
48624,platform: ESP32
48627,area: West
48628,area: Kernel
48628,RFC
48629,area: Bluetooth
48629,area: Bluetooth Host
48629,area: Bluetooth Audio
48631,area: Bluetooth
48631,area: Bluetooth Controller
48632,area: West
48633,area: Devicetree
48633,area: Ethernet
48634,area: Bluetooth
48635,area: I2C
48635,platform: ESP32
48636,area: Build System
48637,area: Power Management
48638,platform: STM32
48638,area: Clock Control
48640,area: UART
48640,platform: STM32
48641,area: Bluetooth
48643,platform: STM32
48644,platform: STM32
48644,Trivial
48645,area: Boards
48645,area: Flash
48645,platform: nRF
48645,area: Pinctrl
48646,area: OpenThread
48646,manifest-openthread
48647,platform: nRF
48647,platform: Laird Connectivity
48648,platform: STM32
48649,platform: SiLabs
48649,platform: TI
48649,platform: Microchip MEC
48649,platform: GD32
48650,platform: NXP
48651,platform: Microchip SAM
48652,area: RISCV
48652,platform: GD32
48653,platform: X86
48654,area: Xtensa
48654,Trivial
48655,area: File System
48655,area: native port
48656,area: ARM64
48656,area: Xen Platform
48657,area: ARC
48657,platform: Synopsys
48658,Trivial
48659,platform: NXP
48659,area: CAN
48659,area: Shields
48660,bug
48660,area: ARC
48660,Trivial
48660,platform: Synopsys
48661,manifest
48661,west
48661,manifest-hal_nordic
48662,area: IPC
48663,manifest
48663,west
48663,manifest-hal_gigadevice
48663,platform: GD32
48664,area: Kernel
48667,area: Testsuite
48668,platform: Microchip SAM
48668,Stale
48669,platform: X86
48670,area: Kernel
48672,platform: nRF
48673,platform: nRF
48674,area: Bluetooth
48674,area: Bluetooth Host
48674,area: Bluetooth Audio
48675,area: Bluetooth
48676,area: Bluetooth
48676,area: Build System
48676,area: Bluetooth Host
48677,area: Bluetooth
48677,area: Bluetooth Host
48677,area: Bluetooth Audio
48678,area: West
48679,area: SPI
48679,area: UART
48679,area: Flash
48679,area: Devicetree
48679,platform: STM32
48679,area: Clock Control
48680,area: West
48680,backport v2.7-branch
48681,area: Modem
48683,area: Twister
48684,area: Bluetooth
48684,area: Bluetooth Controller
48685,area: Bluetooth
48685,area: Bluetooth Host
48685,area: Bluetooth Audio
48686,manifest
48686,west
48686,manifest-hal_st
48687,area: Networking
48687,area: Documentation
48690,area: Bluetooth
48691,platform: nRF
48692,platform: nRF
48693,area: IPC
48693,platform: nRF
48693,platform: Laird Connectivity
48694,area: IPC
48694,platform: nRF
48694,platform: Laird Connectivity
48695,area: ARM64
48695,area: Xen Platform
48698,bug
48698,area: Build System
48701,area: IPC
48702,area: Bluetooth
48702,area: Bluetooth Host
48702,area: Bluetooth Audio
48703,area: Sensors
48703,Hotfix
48704,area: Networking
48705,area: Build System
48705,area: Documentation
48705,area: Devicetree
48705,area: Device Model
48706,area: UART
48707,area: Sensors
48708,area: Kconfig
48709,area: Build System
48709,area: IPC
48709,platform: NXP
48709,area: IPM
48710,area: ARM
48710,area: Debugging
